date,title,link,content
2022-11-09,VR·AR 기술로 만나는 윤동주·윤봉길…11∼27일 체험 전시회,https://n.news.naver.com/mnews/article/001/0013563462?sid=103,"[




행사 안내 [문화재청 제공. 재판매 및 DB 금지]    (서울=연합뉴스) 김예나 기자 = 일제강점기에 조국의 독립을 위해 헌신한 윤봉길 의사와 윤동주 시인의 삶을 느낄 수 있는 체험 전시가 열린다.     문화재청은 한국문화재재단, 대전시립미술관과 함께 11∼27일 대전시립미술관 대전창작센터에서 디지털 문화유산 체험 전시회 '아임(I'm) 「나는」 - 윤동주·윤봉길을 말하다'를 선보인다고 9일 밝혔다.     이번 전시는 디지털 콘텐츠를 활용해 역사 속 두 인물을 생생하게 보여준다.     관람객들은 증강현실(AR), 첨단 조작 기술(딥페이크), 반응형 화면(리얼스크린) 등 여러 기술을 활용해 다시 태어난 윤봉길 의사의 모습을 화면 너머로 볼 수 있다.     문화재청 관계자는 ""관객의 반응에 따라 화면 속 윤봉길 의사가 웃음을 짓는 등 관객이 참여하는 상호작용형 전시""라면서 ""다른 전시보다 더 큰 몰입감을 제공할 것""이라고 말했다.     '별 헤는 밤', '자화상' 등으로 잘 알려진 윤동주 시인은 가상현실(VR) 영화로 만날 수 있다.     윤동주 시인을 주제로 한 영화 '시인의 방'은 지난 9월 열린 제79회 베네치아국제영화제 이머시브(Immersive) 부문에 공식 초청된 바 있다. 국내에서는 이번 전시를 통해 처음 공개된다.    영화는 윤동주 시인이 쓴 시 9편과 함께 주인공 '동주'의 꿈과 고민을 전한다. 국가등록문화재인 '윤동주 친필 원고', '서울 연세대학교 핀슨관' 등도 만날 수 있다.    전시는 오전 10시부터 오후 7시까지 관람할 수 있으며 관람료는 무료다. 



윤동주 삶 그린 VR 영화 '시인의 방', 베네치아영화제 초청(서울=연합뉴스) 문화재청과 한국문화재재단은 윤동주 시인의 삶을 다룬 가상현실(VR) 영화 '시인의 방'이 제79회 베네치아국제영화제 이머시브(Immersive) 부문에 초청됐다고 28일 밝혔다. 사진은 가상현실(VR) 영화 '시인의 방' 장면. 2022.7.28 [문화재청 제공. 재판매 및 DB 금지] photo@yna.co.kr    yes@yna.co.kr
]"
2022-11-09,"AR, VR로 만나는 윤동주·윤봉길..대전시립미술관 체험 전시",https://n.news.naver.com/mnews/article/014/0004925683?sid=103,"[
			  [파이낸셜뉴스]  



디지털 체험 전시회 ' I’m 「나는」-윤동주·윤봉길을 말하다' 포스터  일제강점기에 조국의 독립을 위해 헌신한 윤봉길 의사와 윤동주 시인의 삶을 증강현실(AR)과 가상현실(VR)로 만나 볼 수 있는 전시가 대전시립미술관에서 열린다.   문화재청은 한국문화재재단, 대전시립미술관과 함께 오는 11일부터 27일까지 대전시립미술관 대전창작센터에서 역사인물 디지털 문화유산 체험전시회 '나는 - 윤동주·윤봉길을 말하다'를 개최한다고 밝혔다.   먼저 상하이 의거 순국 90주기를 맞은 윤봉길 의사가 디지털 기술로 다시 태어나 관객 앞에 선다. 증강현실(AR), 첨단 조작 기술(딥페이크), 반응형 화면(리얼스크린) 등 다양한 기술로 구현된 상호작용형 전시로, 관객의 반응에 따라 화면 속 윤봉길 의사가 웃음을 짓는 등 관객 참여형으로 진행된다.   윤동주 시인의 삶과 시는 윤동주 시인을 주제로 한 가상현실(VR) 영화 '시인의 방'을 통해 만나볼 수 있다. '시인의 방'은 지난 9월 개최된 제79회 베니스 국제영화제 이머시브 경쟁부문 공식 초청작으로, 이번 전시를 통해 국내에서 최초 공개됐다.   윤동주 시인의 시 9편이 해설로 펼쳐지며 꿈과 현실을 넘나드는 전개 방식이 독창적인 작품이다. 또한 '윤동주 친필 원고, '윤동주 유고 보존 정병욱 가옥','서울 연세대학교 핀슨관'등 영화 곳곳에서 윤동주 시인과 관련한 국가등록문화재도 만날 수 있다.   한편 전시 공간인 대전시립미술관 대전창작센터도 지난 2004년 국가등록문화재로 지정된 근대 건축물로, 이번 전시와 함께 시간 여행을 떠난 듯한 몰입감을 선사할 예정이다.
		]"
2022-11-09,생태 관광 메타버스 ‘카멜리아 VR’ 람사르 총회서 주목,https://n.news.naver.com/mnews/article/009/0005042232?sid=105,"[




넵튠의 자회사인 XR 메타버스 플랫폼 개발사 맘모식스(대표 유철호)가 개발한 생태 관광 메타버스 ‘카멜리아 VR’이 ‘람사르 총회’에서 주목을 받았다.‘카멜리아 VR’은 제주 동백동산 습지센터를 관광할 수 있는 VR 생태 관광 메타버스 콘텐츠다.실제 습지 지역과 동일한 3D 공간과 생태 정보를 제공하는 가이드 시스템이 적용됐다.제주 동백동산 먼물깍 습지는 지난 2011년 람사르 협약사무국을 통해 람사르 습지로 등록됐다.환경올림픽이라 불리는 람사르총회는 지구의 습지 보전 상황을 평가하고 공동의 정책을 개발하는 국제 환경회의이다.3년을 주기로 개최되며 금년 총회는 스위스 제네바에서 열리고 있다.회사측은 “개최 첫날부터 ‘카멜리아 VR’ 부스는 세계 각국에서 온 람사르 총회 참가자들과 환경 보호 단체, 국제 구호 기구 관계자들의 방문했다”고 말했다.‘카멜리아 VR’은 오는 12월 스팀 플랫폼을 통해 선보일 예정이다.한편 맘모식스는 지난해 명동, 경복궁, 광장시장, 청계천 일대를 메타버스로 구현한 ‘갤럭시티 코리아 XR’을 글로벌 론칭한 바 있다.
]"
2022-11-09,"제주 ‘동백동산 습지센터’ 구현한 ‘카멜리아 VR’,",https://n.news.naver.com/mnews/article/030/0003057845?sid=101,"[




스위스 ‘람사르 총회'서 호평···“완성도 높은 생태 관광 콘텐츠”오는 12월 스팀 플랫폼 통해 ‘카멜리아 VR’ 선보일 예정넵튠의 자회사인 XR 메타버스 플랫폼 개발사 맘모식스(대표 유철호)가 개발한 생태 관광 메타버스 '카멜리아 VR(CAMELLIA VR)'이 오는 13일까지 스위스 제네바에서 개최 중인 '13차 람사르 총회' 현장에서 호평을 받고 있다.‘카멜리아 VR’은 제주 동백동산 습지센터를 관광할 수 있는 VR 생태 관광 메타버스 콘텐츠다. 실제 습지 지역과 동일한 3D 공간과 생태 정보를 제공하는 가이드 시스템이 적용돼, 환경을 훼손하지 않고 습지를 탐방하고 생태계 보존 활동의 중요성을 학습할 수 있다는 것이 특징이다.제주 동백동산 먼물깍 습지는 지난 2011년 람사르 협약사무국을 통해 람사르 습지로 등록되었으며, 그 자체로 중요성과 보전 가치가 있음이 증명된 지역이다.



환경올림픽이라 불리는 람사르총회는 지구의 습지 보전 상황을 평가하고 공동의 정책을 개발하는 국제 환경회의이다. 3년을 주기로 개최되며 금년 총회는 스위스 제네바에서 열리고 있다. 개최 첫날부터 ‘카멜리아 VR’ 부스는 세계 각국에서 온 람사르 총회 참가자들과 환경 보호 단체, 국제 구호 기구 관계자들의 방문으로 현장의 뜨거운 반응을 이끌고 있다. 체험을 마친 사람들은 완성도 높은 생태 관광 콘텐츠에 대한 호평과 함께 VR 생태 관광 분야의 추후 성장 가능성에 큰 기대감을 보였다는 것이 맘모식스의 전언이다.유철호 맘모식스 대표이사는 “제네바 현장에서 카멜리아 VR과 같은 형태로 체험형 메타버스를 구축하고 싶다는 세계 각국의 문의가 다양하게 들어오는 중”이라며, “생태 관광 뿐만 아니라 다양한 산업 분야와의 협력을 활발하게 전개해 나갈 계획”이라고 전했다.카멜리아 VR은 오는 12월 스팀 플랫폼을 통해 선보일 예정이다.한편, 맘모식스는 지난해 명동, 경복궁, 광장시장, 청계천 일대를 메타버스로 구현한 ‘갤럭시티 코리아 XR’을 글로벌 론칭했으며, 전세계 주요 관광지를 XR 메타버스로 구현하는 '갤럭시티 어스' 프로젝트를 추진하는 등 관련 분야에서 눈에 띄는 행보를 보이고 있다.
]"
2022-11-07,"스마일게이트, VR게임 '크로스파이어: 시에라 스쿼드' 트레일러 첫 공개",https://n.news.naver.com/mnews/article/092/0002272884?sid=105,"[
플레이스테이션(PS) VR2 등에 대응스마일게이트 엔터테인먼트(대표 장인아)는 가상현실(VR) 게임 ‘크로스파이어: 시에라 스쿼드(이하 시에라 스쿼드)’의 트레일러를 처음으로 공개했다고 7일 밝혔다.시에라 스쿼드는 전세계 10억 명 이상이 플레이한 대한민국 대표 지식재산권(IP) ‘크로스파이어’를 VR로 확장하는 첫번째 시도다. 내년 소니가 플레이스테이션5에 새롭게 출시하는 PS VR2의 혁신적인 기능을 적극적으로 활용한다. 시에라 스쿼드는 4K HDR 고해상도 그래픽을 지원하며, 헤드셋 울림, 아이 트래킹 등의 실감 기술이 적용됐다. 특히 PS5 전용 듀얼 센스 트리거에 완벽 대응하여 VR 체험의 실감 정도를 한층 끌어 올린다.이번에 공개된 트레일러에는 게임의 대략적인 모습을 담겼다. 다양한 화기를 활용한 사격과 방패를 이용한 액션 그리고 육박전 등 몰입감 넘치는 액션이 밀도 높게 표현된다. 여기에 더해 날아오는 수류탄을 잡아 던지거나 수신호로 동료들과 소통하는 모습 등 가상현실 기술을 활용해 표현한 세세한 액션까지 확인할 수 있다.



스마일게이트 엔터테인먼트의 VR게임 신작 크로스파이어 시에라 스쿼드_스크린샷.시에라 스쿼드는 전투와 슈팅감, 타격감에 집중한 것이 특징이다. 권총, 소총 등을 망라한 39개 총기를 이용해 끊임없이 몰려오는 적들을 쓰러뜨린다. 중화기 장비를 활용하여 헬리콥터, 적 장갑차(LAV)에 맞선다. 각각 신나는 오락실 게임 한 판을 하는 느낌으로 만들어진 캠페인 60여개를 경험할 수 있다고 회사 측은 설명했다.또한 시에라 스쿼드는 고도화된 AI로 실제 사람처럼 움직이는 적 인공지능을 구현, VR 현실감을 강화했다. 시에라 스쿼드에 등장하는 17종류의 적군은 AAA급 콘솔에서 볼 수 있는 인공지능을 탑재해 플레이어와 치열한 전투를 펼친다. 최대 4인까지 협동플레이를 지원하고, 이용자 수준에 맞는 다양한 체험을 제공하기 위해 아케이드 모드, 리얼리즘 모드, 하드코어 모드 등을 제공할 계획이다.시에라 스쿼드는 다국적 군사기업 ‘글로벌리스크’와 용병 집단 ‘블랙리스트’의 갈등을 기반으로, 크로스파이어 본편의 외전과 같은 스토리를 가지고 있다. 이용자는 시에라 스쿼드 분대의 리더가 되어 우연한 일로 생화학 무기를 둘러싼 분쟁에 휘말리고, 미스터리한 분쟁의 원인을 찾기 위하여 전투에 나서게 된다.스마일게이트 이상균 PL은 “시에라 스쿼드는 VR 체험보다 진짜 VR 게임을 만들기 위해 노력을 기울였다. 가상현실로 구현된 크로스파이어로 기존에 경험하기 어려웠던 콘텐츠를 선보일 수 있게 되어 기대가 크다”며 “내년이면 PS VR2를 착용하고 크로스파이어 시에라 스쿼드의 세계를 경험할 모든 이용자들에게 보다 새롭고 즐거운 경험을 드릴 수 있도록 노력하겠다”고 전했다.시에라 스쿼드는 PS VR2 출시 시기에 맞춰 내년 하반기 출시를 목표로 개발 중이다. 시에라 스쿼드에 관한 보다 자세한 소식은 공식 트위터와 공식 페이스북을 통해 지속적으로 공개할 예정이다.
]"
2022-11-08,"[THE GAME] 넷마블문화재단, 특수학교 게임체험관에 VR 장비 등 보급",https://n.news.naver.com/mnews/article/029/0002764648?sid=105,"[
			넷마블문화재단은 경북 안동에 위치한 안동영명학교 게임문화체험관의 환경개선을 진행하고 이를 기념한 기념식을 개최했다고 8일 밝혔다.안동영명학교는 넷마블문화재단에서 지난 2008년 제1호 게임문화체험관을 개관한 특수학교다. 체험관 내 노후화된 시설을 개선하고 최신 기기를 교체 설치하는 등 개관 후 이번에 세 번째로 환경개선을 진행했다.넷마블문화재단은 지난 15년간 쌓아 온 노하우와 경험을 토대로 향후 게임문화체험관의 영역을 특수학교에서 지역사회 복지기관으로 넓혀 나간다는 계획이다.넷마블문화재단은 장애학생의 여가 문화 다양화와 교육 활성화를 위해 2008년부터 전국 특수학교, 유관기관 내 '게임문화체험관'을 개설·운영하고 있다. 그 결과 지금까지 전국 35개 특수학교, 유관기관에 게임문화체험관을 설치했다. 게임문화체험관에는 PC, 모바일, VR(가상현실) 장비 등 다양한 최신 기기들과 체계적인 활용 매뉴얼을 보급해 놀이와 교육이 만나는 게임공간을 제공하고 있으며 시설이 노후화된 체험관을 대상으로 매년 2회 환경개선을 진행해오고 있다. 올해는 게임문화체험관 15주년을 맞아 안동영명학교를 포함해 총 10개교를 대상으로 환경개선을 실시했다.김성철 넷마블문화재단 대표는 ""안동영명학교 게임문화체험관은 지난 2008년 1호로 개설하면서 넷마블게임문화체험관 사업의 시작을 함께 했기에 더 특별하고 의미가 있는 곳""이라며 ""이번 환경개선으로 보다 많은 학생들이 본 공간을 이용해 다양한 여가 문화를 경험하고 게임을 통한 교육 기회를 확장하기를 바란다""고 말했다.



학생들이 안동영명학교 게임문화체험관에서 체험하고 있는 모습. 넷마블문화재단 제공    
]"
2022-11-07,“AR·VR 기기 없어도 가능”...어떤 메타버스 펼쳐질까,https://n.news.naver.com/mnews/article/023/0003726827?sid=105,"[
존 리키텔로 유니티 CEO 인터뷰



지난 1일 미 샌프란시스코 유니티 본사에서 만난 존 리키텔로 유니티 CEO. /유니티										지난 1일(현지시각) 미 샌프란시스코 유니티 본사에서 만난 존 리키텔로 유니티 CEO(최고경영자)는 “AR·VR(증강·가상현실) 기기가 없어도 메타버스는 가능하다. 아바타도 꼭 필요한 건 아니다”라고 말했다. 현재 많은 사람들이 메타버스라고 하면, 사람들이 VR 기기를 쓰고 가상현실에 들어가 자신의 아바타로 다른 사람과 의사소통하는 것을 생각하지만 그게 전부가 아니라는 것이다.유니티는 2004년 덴마크 코펜하겐에서 설립된 글로벌 게임 엔진 개발사다. 현재 본사는 샌프란시스코에 있다. 게임 엔진은 개발자들이 게임을 만들 때 쓰는 제작 툴로, 쉽게 말하면 게임 개발의 기초 설계를 해주는 도구다. 게임 엔진을 사용하면 개발자들이 맨땅부터 개발할 필요 없이 게임 엔진이 제공하는 툴을 통해 게임 제작, 운영, 과금 체계 설계까지 쉽게 할 수 있다. 전 세계 모바일·PC·콘솔 게임의 50% 이상이 유니티의 게임엔진을 기반으로 만들어진다. 모바일 게임 톱 1000개 게임 중엔 72%가 유니티 엔진을 쓴다.



/유니티										최근 유니티는 본업인 게임보다 메타버스 구축 툴로 주목을 받고 있다. 게임 엔진을 통해 3D 게임 뿐만 아니라 메타버스용 가상세계를 만들 수 있기 때문이다. 실제로 현재 전 세계에 출시된 VR 게임의 70%가 유니티 엔진을 사용한다. 메타의 메타버스인 ‘호라이즌 월드’도 유니티 엔진을 기반으로 만들어졌다. AR 기술을 적용한 모바일 게임 포켓몬고도 유니티 엔진 기반이다.리키텔로 CEO는 메타버스의 개념을 현재 업계에서 생각하는 것과는 조금 다르게 해석했다. 그는 “많은 사람들이 메타버스의 개념과 용어를 혼동한다”며 “메타버스는 실시간을 기반으로 한 다음 버전의 인터넷”이라고 했다. 실시간으로 증강·가상현실을 통해 경험할 수 있는 모든 것이 메타버스라는 것이다. 예컨대 부엌을 인테리어할 때 가상의 공간에 실제와 똑같은 구조를 미리 만들고 인테리어를 해보는 것이나 공항과 똑같은 가상공간인 디지털 트윈(디지털 쌍둥이)을 만들어 탑승객들의 유동현황을 확인하는 것도 모두 메타버스의 활용이라고 했다. 기존 메타가 제시한 ‘사람들이 가상의 공간에 들어가 활동하는’ 메타버스보다 확장된 개념이다.리키텔로 CEO는 “메타버스가 마치 먼 기술처럼 느껴지지만 사실은 그렇지 않다. 오늘 당장이라도 보여줄 수 있다”며 한 동영상을 틀었다. 영상에서는 사용자가 태블릿을 통해 실제 이종격투기 시합을 보면서, 버튼을 눌러 다양한 각도에서의 모습을 볼 수 있는 ‘유니티 메타캐스트’ 기능이 소개됐다.



실제 이종격투기를 다양한 각도에서 볼 수 있는 유니티의 메타캐스트 기능. /유니티 영상 캡처										그는 “3~4년 안에 모든 사물이 연동돼, 스마트글래스를 끼면 찻장을 열어보지 않아도 안에 무엇이 들어있는지, 지금 쳐다보는 건물에는 어떤 식당이 입점해 있고 어떤 메뉴를 파는지 등을 바로 알 수 있는 세상이 올 것”이라고 했다.그는 또 메타버스를 위해 아바타가 꼭 필요한 것은 아니라고 했다. 리키텔로 CEO는 “가상의 공간에서 쇼핑하며 옷을 입어볼 때는 아바타가 필요하지만, 가상공간에서 연구 시뮬레이션을 할 때는 아바타가 필요 없다”며 “가족끼리 영상통화를 할 때 실제 얼굴을 보면서 이야기를 하고 싶지, 각자의 아바타를 보며 이야기하고 싶은 사람은 없을 것”이라고 했다. 그는 “메타의 호라이즌이 유니티 엔진으로 만들어졌기에 좋아하지만, 유니티로 구현된 것이 모두 다 성공할 수는 없다”고 했다.유니티는 지난 1일 열린 연례 이벤트인 ‘유나이트 2022′에서 사용자들이 쉽게 디지털 휴먼을 만들 수 있는 서비스를 공개했다. 사실적인 피부와 머리카락 등이 특징이다. 메타버스 사업을 본격적으로 확장하려는 취지다.



존 리키텔로 유니티 CEO. /김성민 기자										한국 기업과의 협업도 확대하고 있다. 현대차는 싱가포르에 메타버스 기반 디지털 가상공장을 구축하기 위해 유니티와 손을 잡았다. 실제 공장을 그대로 가상현실로 옮겨 공장 운영을 고도화하고 제조 혁신을 가속화한다는 목표다. 리키텔로 CEO는 “한국은 메타버스, 게임 등 기술적 부분에서 다른 곳보다 2~3년 앞선 나라”라고 했다.유니티의 목표는 개발자들이 더 나은 게임을 만들도록 돕고, 더 현실과 같은 가상세계를 구축하도록 지원하는 데 있다. 리키텔로 CEO는 “우리는 개발자들이 실시간 프로젝트에서 더 나은 현실성을 구축할 수 있도록 끊임없이 경계를 확장할 것”이라고 했다.
]"
2022-11-06,"고급화되는 VR 헤드셋, 비싸도 너무 비싸다",https://n.news.naver.com/mnews/article/293/0000041311?sid=105,"[
			소니가 내년 2월 출시되는 차세대 가상현실(VR)기기 ‘플레이스테이션VR2’(PS VR2)의 가격이 미국에서 550달러, 한국에서 79만8000원이라고 발표했다. 이는 콘솔 기기 플레이스테이션5(PS5)보다 높은 수준이다. 



소니의 VR 헤드셋 PS VR2. (사진=소니)소니의 PS VR2를 비롯해 최근 메타가 고급형 VR 기기 ‘퀘스트 프로’를 선보였으며 애플은 VR·증강현실(AR) 헤드셋을 개발 중인 것으로 알려졌다. 이에 대해 IT전문매체 &lt;더버지&gt;는 “우리는 VR을 위한 새로운 시대의 벼랑 끝에 서있다”고 전했다. 다만 “현재까지 공개된 VR 기기 가격이 너무 높아 충격적”이라고 전했다.사용자들은 PS VR2 가격에 대해 ‘너무 비싸다’는 반응을 보이고 있다. 550달러인 PS VR2 헤드셋에 PS5 기기와 컨트롤러까지 구매할 경우 최소 1000달러(약 140만원)를 지불해야 하기 때문이다.메타의 하이엔드 VR 기기 퀘스트 프로의 경우도 지나치게 높은 가격으로 부담이 된다는 반응을 불러일으키고 있다. 퀘스트 프로는 단독으로 사용할 수 있는 제품이지만 가격이 미국에서 1499.99달러, 한국에서 219만원으로 전작 퀘스트2보다 3배 이상 높다. 



메타의 고급형 헤드셋 퀘스트 프로. (사진=메타)애플은 첫 VR·증강현실(AR) 헤드셋을 개발 중이며 내년 1월 행사에서 이를 공개할 것으로 예상된다. &lt;블룸버그통신&gt;에 따르면 이 헤드셋의 가격은 2000달러를 넘길 것으로 전망된다. 물론 이 기기들에는 각종 첨단 기술이 탑재돼있다. PS VR2는 이전 모델인 PS VR 대비 대규모 업그레이드가 진행돼 OLED(유기발광다이오드) 화면, 동작 추적을 위한 4개의 내장 카메라를 채택했다. 퀘스트 프로는 얼굴과 눈 추적 기능으로 아바타가 사용자의 눈과 얼굴 표정을 따라 해 생동감 있는 VR을 체험할 수 있다. 또 퀄컴과 함께 개발한 ‘스냅드래곤 XR2 플러스’ 칩을 장착해 고급 그래픽 구현도 가능하다. 외신에 따르면 애플의 헤드셋은 홍채인식을 이용해 결제를 할 수 있다.하지만 더버지는 “VR을 주류로 만들기 위해서는 화려한 기술을 평범한 사람이 지불할 수 있는 수준의 가격에 맞춰야한다”고 강조했다. 메타의 보급형 기기인 ‘퀘스트2’는 여러 게임, 피트니스 앱을 사용할 수 있는 독립형 VR 헤드셋이지만 출시 당시 시작 가격이 299달러였다. 메타가 지난 7월 가격을 100달러 인상했지만 최근 출시된 고가의 기기에 비하면 훨씬 저렴한 가격이다.더버지는 퀘스트 프로가 전문가들을 겨냥한 비지니스용 헤드셋으로 포지셔닝하고 있으며 일반 사용자를 위한 것이 아니라고 지적했다. 그렇다면 IT 기업들이 첨단 기술을 활용한 고비용의 기기를 개발할 필요가 있을지에 대해 의문을 제기했다. 또 “고급 헤드셋을 사용해 보고 싶어 하는 사람들이 있다 할지라도 아직까지 신생인 분야에 지나치게 많은 돈을 투자할 것을 요구하는 것”이라고 주장했다.
		]"
2022-11-03,[단독] 삼성전자 의료용 VR기기 '전파 인증' 받았다,https://n.news.naver.com/mnews/article/011/0004118014?sid=105,"[
'릴루미노 글래스2' 제작 속도SW는 식약처 품목허가도 받아'삼성표 메타버스 기기' 출시 기대[서울경제] 삼성전자(005930)가 의료용 가상현실(VR) 기기 ‘릴루미노 글래스2’를 제작한 것으로 확인됐다. 릴루미노는 삼성전자 사내벤처에서 시각장애인을 위해 개발한 기술로 지난해 식품의약품안전처로부터 의료기기 인증을 받기도 했다. 삼성전자는 말을 아끼고 있지만, 연초 한종희 삼성전자 부회장이 언급한 ‘메타버스 기기’ 출시가 임박한 것이 아니냐는 분석이 따른다.



이재용 삼성전자 회장이 2020년 7월 삼성전자 경기 수원사업장에 위치한 'C랩 갤러리'를 찾아 '릴루미노' 기술을 체험하고 있다. 사진제공=삼성전자3일 국립전파연구원에 따르면 삼성전자는 지난달 31일 릴루미노 글래스2(모델명 REL-G02)의 적합성평가(전파인증)를 받았다. 릴루미노는 2016년부터 삼성전자 사내벤처 C랩 인사이드에서 개발해온 기술이다. 고도근시, 굴절장애, 빛 번짐 등에 시달리는 시각장애인들의 시야를 보조해 준다. 릴루미노는 2018년 CES를 통해 첫 선을 보였고, 2020년에는 이재용 회장이 수원사업장에서 체험해보기도 하는 등 큰 기대를 모으고 있는 기술이다. 당시 이 회장은 릴루미노에 큰 관심을 보이며 개선사항을 제안하기도 한 것으로 전해졌다.릴루미노는 소프트웨어(SW) 릴루미노와 VR기기 릴루미노 글래스로 나뉜다. 릴루미노 글래스 첫 제품은 2020년 9월 전파인증을 획득했지만 공식 출시되진 않았다. 그러나 SW 릴루미노가 지난해 5월 식약처 안과학 진료용 소프트웨어로 품목허가를 받으며 출시 가능성이 높아진 게 아니냐는 관측이 나왔다. 릴루미노 글래스2 제작 소식이 알려지며 실제 제품 출시가 가까워 졌다는 기대감이 높아진다.릴루미노 글래스2가 한 부회장이 언급한 ‘삼성표 메타버스 기기’가 아니겠냐는 분석도 제기된다. 한 부회장은 지난 2월 말 스페인에서 열린 세계 최대 이동통신 전시회 MWC 2022에서 “메타버스 플랫폼 기기가 요즘 화두”라며 “삼성전자도 잘 준비하고 있으니 기대해달라”고 밝힌 바 있다. 2018년 ‘오딧세이 플러스’ 이후 VR기기를 내놓지 않았던 삼성전자가 VR·AR 기기 제작을 공식 언급한 것이다. 한 부회장은 이어 3월 주주총회에서도 메타버스와 로봇을 신성장 사업으로 꼽았다. 이어 5월에는 실무진과 간담회에서 “삼성만의 메타버스를 만들려 한다”고 강조하기도 했다.다만 삼성전자는 확대해석을 경계하는 눈치다. 삼성전자 관계자는 “현재도 개발 단계인 기술로 인체에 대한 보다 면밀한 테스트를 진행하기 위해 전파인증을 받았다”며 “현재로서는 출시 시기 등은 확정된 바 없다”고 말했다. 실제 판매보다는 사회공헌을 위해 개발한 제품에 가깝다는 설명이다. 업계 한 관계자는 “모바일 경험 극대화를 추구하는 삼성전자 입장에서 VR·AR 기기는 필수적인 제품군”이라며 “릴루미노 글래스2가 아니더라도 관련 제품을 멀지 않은 시간 내에 만나볼 수 있을 가능성이 높다”고 했다.
]"
2022-11-02,"""마이산 'VR·AR'로 체험해 보세요""…‘마이놀이’ 오픈",https://n.news.naver.com/mnews/article/421/0006432757?sid=102,"[




전라북도 대표 관광지인 진안군 마이산북부에 가상체험을 통해 체험할 수 있는 ‘VR·AR 마이놀이’가 문을 열었다.(진안군제공)2022.11.2/뉴스1(전북=뉴스1) 김동규 기자 = 전북 진안군은 마이산을 가상체험 할 수 있는 ‘VR·AR 마이놀이’가 문을 열었다고 2일 밝혔다. ‘VR·AR 마이놀이’는 마이산북부 토탈관광체험센터 내에 있다.‘VR·AR 마이놀이’는 4D영상관(24석), 미디어아트, 거울방, VR(5종), AR(1종), 키즈콘텐츠(1종)와 포토존 등으로 구성됐다. 마이산의 사계, 별 헤는 밤 등 손쉽게 만날 없는 영상들이 콘텐츠로 만들어졌다.운영시간은 월요일과 국경일을 제외한 매일 오전 10시부터 오후 5시까지다. 이용요금은 일반인 1만원, 청소년 8000원, 어린이 5000원이다. 진안군 관계자는 “마이산이 최신 기술과 접목해 또 다른 볼거리를 제공할 것”이라며 “마이산 북부 지역 관광산업에 활력을 불어넣을 콘텐츠로 자리잡을 수 있도록 노력하겠다”고 말했다.
		]"
